Pos.,Sexe,Nom,freq,permil
923,H,luis antonio,700,0.09
924,D,olena,699,0.09
924,D,pepita,699,0.09
926,H,matteo,696,0.09
927,D,avelina,695,0.09
928,D,hiba,688,0.09
929,D,aranzazu,687,0.09
929,H,oleguer,687,0.09
931,H,clemente,686,0.09
932,D,aziza,685,0.09
932,D,michelle,685,0.09
932,H,raimundo,685,0.09
935,D,luciana,684,0.09
936,H,anouar,683,0.09
937,D,jacinta,681,0.09
937,D,maria julia,681,0.09
939,H,damia,680,0.09
940,D,consol,678,0.09
941,H,oleksandr,676,0.09
942,D,mihaela,675,0.09
942,D,zineb,675,0.09
944,D,ilham,671,0.09
945,D,daria,666,0.09
945,D,maya,666,0.09
945,D,noura,666,0.09
948,H,constantin,665,0.09
948,H,jose andres,665,0.09
948,D,oksana,665,0.09
951,D,chiara,663,0.09
952,D,hafsa,662,0.08
952,H,mounir,662,0.08
954,H,jose daniel,659,0.08
954,D,minerva,659,0.08
956,D,brigida,657,0.08
957,H,andres felipe,656,0.08
957,D,gal·la,656,0.08
959,D,safae,652,0.08
960,D,maria reyes,650,0.08
961,D,zaida,647,0.08
962,H,bryan,646,0.08
963,D,antonia maria,645,0.08
963,H,maxim,645,0.08
963,D,meriem,645,0.08
966,H,aday,643,0.08
966,D,karina,643,0.08
966,H,mohamed amin,643,0.08
969,D,ana cristina,642,0.08
969,H,nicolae,642,0.08
971,D,angelica,640,0.08
971,H,farid,640,0.08
971,H,volodymyr,640,0.08
974,H,francisco miguel,639,0.08
975,H,saad,638,0.08
976,H,ibai,637,0.08
976,H,nizar,637,0.08
978,D,aminata,636,0.08
979,D,bienvenida,635,0.08
980,H,pedro manuel,634,0.08
981,H,guiu,632,0.08
982,H,amine,631,0.08
983,H,el hassan,630,0.08
984,D,consolacion,629,0.08
984,D,melanie,629,0.08
986,H,alexandru,628,0.08
986,H,ebrima,628,0.08
986,H,uriel,628,0.08
989,H,cayetano,624,0.08
989,H,domenec,624,0.08
989,D,yamina,624,0.08
992,D,aran,623,0.08
993,D,abigail,620,0.08
993,D,rabia,620,0.08
995,H,iu,618,0.08
996,D,alfonsa,617,0.08
997,D,houda,615,0.08
997,H,manuel angel,615,0.08
999,H,carlos enrique,614,0.08
999,H,julia,614,0.08
1001,H,manuel antonio,613,0.08
1002,H,jesus manuel,612,0.08
1003,H,carlos eduardo,611,0.08
1004,D,clotilde,610,0.08
1004,H,ilias,610,0.08
1006,H,luis carlos,606,0.08
1006,D,rim,606,0.08
1008,D,basma,605,0.08
1009,D,dafne,604,0.08
1009,D,lluna,604,0.08
1011,H,jose joaquin,602,0.08
1012,H,baltasar,601,0.08
1012,H,carlos andres,601,0.08
1014,H,anass,600,0.08
1014,H,patricio,600,0.08
1016,D,ana rosa,598,0.08
1016,D,davinia,598,0.08
1016,H,eladio,598,0.08
1016,D,soukaina,598,0.08
1020,D,maria cecilia,597,0.08
1020,D,maria gabriela,597,0.08
1020,D,triana,597,0.08
1023,H,joan marc,596,0.08
1024,H,eugeni,595,0.08
1024,H,giovanni,595,0.08
1026,H,paulino,593,0.08
1027,D,farida,592,0.08
1027,H,jose oriol,592,0.08
1029,H,youness,588,0.08
1030,H,abdelhak,587,0.08
1030,H,bru,587,0.08
1030,H,marian,587,0.08
1033,D,maria lucia,585,0.08
1034,D,lorenza,584,0.07
1035,H,jacob,581,0.07
1035,D,magda,581,0.07
1035,D,melissa,581,0.07
1035,D,rania,581,0.07
1039,D,luisa maria,579,0.07
1040,D,maria eva,578,0.07
1041,H,dan,576,0.07
1041,H,luis eduardo,576,0.07
1041,D,maria clara,576,0.07
1044,H,celestino,575,0.07
1045,D,felipa,574,0.07
1045,H,juan alberto,574,0.07
1045,D,nataliya,574,0.07
1048,D,gal la,573,0.07
1049,D,dalia,570,0.07
1050,D,duna,569,0.07
1050,H,sami,569,0.07
1052,H,abdelhamid,568,0.07
1052,H,cecilio,568,0.07
1052,H,luka,568,0.07
1052,D,sebastiana,568,0.07
1056,D,svitlana,567,0.07
1057,H,evaristo,566,0.07
1057,D,gertrudis,566,0.07
1057,H,soufian,566,0.07
1057,H,yassir,566,0.07
1061,H,basilio,565,0.07
1061,D,maria elisa,565,0.07
1063,H,cesar augusto,564,0.07
1063,H,roberto carlos,564,0.07
1063,D,tanit,564,0.07
1066,H,bernabe,563,0.07
1066,D,sagrario,563,0.07
1068,H,emmanuel,562,0.07
1068,H,feliciano,562,0.07
1070,D,aisha,561,0.07
1070,H,jose fernando,561,0.07
1070,H,richard,561,0.07
1073,H,juan sebastian,559,0.07
1074,H,adnan,558,0.07
1075,H,hilario,557,0.07
1075,D,janna,557,0.07
1077,D,jacqueline,556,0.07
1077,D,maria aurora,556,0.07
1077,D,yasmine,556,0.07
1080,H,victor hugo,555,0.07
1081,D,assumpcio,552,0.07
1081,D,salome,552,0.07
1083,H,dani,551,0.07
1083,D,guillermina,551,0.07
1083,D,modesta,551,0.07
1083,D,rosana,551,0.07
1087,D,hakima,550,0.07
1087,H,manuel jose,550,0.07
1087,D,nabila,550,0.07
1087,D,paquita,550,0.07
1091,D,justa,549,0.07
1092,D,agata,547,0.07
1092,H,angel luis,547,0.07
1092,D,fadma,547,0.07
1092,D,isidora,547,0.07
1096,H,jaouad,546,0.07
1096,D,maravillas,546,0.07
1098,D,fatou,545,0.07
1098,D,irma,545,0.07
1100,H,camilo,544,0.07
1101,H,carlos jose,542,0.07
1101,D,maria de las nieves,542,0.07
1101,H,maximiliano,542,0.07
1101,H,octavio,542,0.07
1105,D,lea,541,0.07
1106,D,macarena,540,0.07
1107,H,moustapha,539,0.07
1108,H,abdessamad,538,0.07
1108,H,joan francesc,538,0.07
1110,D,candelaria,537,0.07
1111,H,neizan,536,0.07
1112,H,luis angel,533,0.07
1112,D,naoual,533,0.07
1112,H,thomas,533,0.07
1115,H,abdelali,531,0.07
1115,D,arianna,531,0.07
1115,H,giuseppe,531,0.07
1118,H,jorge juan,528,0.07
1118,H,patrick,528,0.07
1118,H,samba,528,0.07
1118,H,santi,528,0.07
1122,D,zainab,526,0.07
1123,D,amaia,525,0.07
1124,H,adama,524,0.07
1124,D,maria estrella,524,0.07
1124,H,rodolfo,524,0.07
1127,H,antonio luis,523,0.07
1127,H,eliseo,523,0.07
1129,D,lena,522,0.07
1129,D,nancy,522,0.07
1131,H,ares,521,0.07
1131,D,israe,521,0.07
1133,H,juli,520,0.07
1134,H,francisco jesus,519,0.07
1135,D,fiona,518,0.07
1135,D,salima,518,0.07
1135,H,vicens,518,0.07
1138,H,florin,517,0.07
1139,H,reda,516,0.07
1139,D,simona,516,0.07
1141,D,fabiola,515,0.07
1141,H,lamin,515,0.07
1141,D,maria ascension,515,0.07
1144,D,maria del rocio,514,0.07
1144,D,presentacion,514,0.07
1144,D,ylenia,514,0.07
1147,D,danae,513,0.07
1147,D,maria guadalupe,513,0.07
1147,H,stefan,513,0.07
1150,H,joan manel,512,0.07
1150,D,maria de las mercedes,512,0.07
1152,D,asma,511,0.07
1152,H,marcial,511,0.07
1152,D,samia,511,0.07
1155,D,luz marina,509,0.07
1156,D,assia,508,0.07
1156,D,balbina,508,0.07
1156,H,conrado,508,0.07
1156,H,fernando jose,508,0.07
1160,D,edith,507,0.07
1161,D,myriam,506,0.06
1162,H,laureano,503,0.06
1162,D,nagore,503,0.06
1164,D,norma,502,0.06
1165,D,hawa,501,0.06
1166,H,augusto,500,0.06
1167,D,fadoua,499,0.06
1168,D,imma,497,0.06
1168,H,mohamed amine,497,0.06
1170,H,abderrahmane,496,0.06
1170,D,salud,496,0.06
1170,H,stefano,496,0.06
1173,H,bienvenido,495,0.06
1173,D,elena maria,495,0.06
1173,D,francina,495,0.06
1176,H,antonio miguel,494,0.06
1176,H,joshua,494,0.06
1176,D,mara,494,0.06
1179,D,alice,493,0.06
1180,H,juan enrique,492,0.06
1181,D,ines maria,491,0.06
1181,D,manal,491,0.06
1181,D,maria araceli,491,0.06
1184,D,alessandra,490,0.06
1184,H,florentino,490,0.06
1186,D,ibtissam,489,0.06
1186,D,laura maria,489,0.06
1186,D,oumaima,489,0.06
1189,H,mouad,488,0.06
1190,D,azucena,487,0.06
1190,H,jorge alberto,487,0.06
1190,D,wiam,487,0.06
1193,D,naomi,486,0.06
1193,H,oumar,486,0.06
1195,D,dionisia,485,0.06
1195,H,saturnino,485,0.06
1197,H,giorgi,484,0.06
1197,D,india,484,0.06
1197,D,kawtar,484,0.06
1197,D,maria juana,484,0.06
1201,H,boubacar,483,0.06
1202,D,luisa fernanda,481,0.06
1202,D,maria josep,481,0.06
1202,D,martha,481,0.06
1205,H,abdelmajid,480,0.06
1206,D,conxita,479,0.06
1207,D,rufina,478,0.06
1208,H,gustavo adolfo,477,0.06
1209,D,paola andrea,476,0.06
1209,D,rosa ana,476,0.06
1209,H,rufino,476,0.06
1212,D,dominga,474,0.06
1212,D,ivana,474,0.06
1214,H,luis javier,473,0.06
1214,D,maria purificacion,473,0.06
1214,D,paula andrea,473,0.06
1217,D,iona,472,0.06
1218,D,alba maria,471,0.06
1218,D,antonella,471,0.06
1218,D,houria,471,0.06
1218,H,jacint,471,0.06
1218,H,redouan,471,0.06
1223,H,vasyl,470,0.06
1224,H,avelino,469,0.06
1224,D,layla,469,0.06
1224,D,pamela,469,0.06
1227,H,amadeu,468,0.06
1227,H,bakary,468,0.06
1227,H,noe,468,0.06
1227,D,noor,468,0.06
1227,D,otilia,468,0.06
1227,H,yasser,468,0.06
1233,H,ariel,467,0.06
1233,H,constantino,467,0.06
1233,D,dounia,467,0.06
1233,D,iolanda,467,0.06
1233,D,magali,467,0.06
1233,H,manuel alejandro,467,0.06
1233,D,maria sol,467,0.06
1240,H,oleg,466,0.06
1240,H,zaid,466,0.06
1242,D,yulia,465,0.06
1243,H,valeriano,464,0.06
1244,H,anselmo,463,0.06
1244,D,maria del valle,463,0.06
1244,D,obdulia,463,0.06
1247,D,assumpta,462,0.06
1247,H,badr,462,0.06
1247,D,inocencia,462,0.06
1247,H,jose gabriel,462,0.06
1251,D,hind,456,0.06
1251,H,jorge antonio,456,0.06
1251,H,leopoldo,456,0.06
1251,D,maria paula,456,0.06
1255,D,jimena,455,0.06
1256,D,brenda,454,0.06
1257,D,serafina,453,0.06
1258,H,joan manuel,452,0.06
1258,D,soumia,452,0.06
1260,H,octavi,450,0.06
1261,H,leon,449,0.06
1261,D,loreto,449,0.06
1261,H,otman,449,0.06
1264,H,demetrio,447,0.06
1265,D,conchita,446,0.06
1265,H,guifre,446,0.06
1265,D,luz maria,446,0.06
1265,D,milena,446,0.06
1269,H,dante,445,0.06
1269,H,jacobo,445,0.06
1269,D,joanna,445,0.06
1272,D,feliciana,443,0.06
1273,D,miguela,442,0.06
1273,D,samantha,442,0.06
1275,D,marian,441,0.06
1275,D,naira,441,0.06
1277,D,diana carolina,440,0.06
1278,H,melchor,438,0.06
1279,D,idoia,437,0.06
1280,H,buenaventura,436,0.06
1280,D,maria auxiliadora,436,0.06
1282,H,carlos antonio,435,0.06
1282,H,lamine,435,0.06
1284,D,asmaa,434,0.06
1285,D,sacramento,433,0.06
1286,H,alejo,432,0.06
1287,H,juan vicente,431,0.06
1287,D,sanaa,431,0.06
1289,D,carmen rosa,430,0.06
1289,H,casimiro,430,0.06
1289,D,celestina,430,0.06
1289,D,mariia,430,0.06
1293,D,hanna,429,0.06
1293,H,roque,429,0.06
1295,H,baldomero,428,0.05
1296,H,antonio javier,426,0.05
1296,H,eder,426,0.05
1296,D,emiliana,426,0.05
1296,H,mihai,426,0.05
1300,D,cintia,425,0.05
1300,D,touria,425,0.05
1302,H,ahmad,424,0.05
1302,H,ethan,424,0.05
1302,D,iluminada,424,0.05
1302,H,paolo,424,0.05
1302,D,romina,424,0.05
1302,H,souleymane,424,0.05
1302,D,tasnim,424,0.05
1309,H,mustafa,423,0.05
1310,D,graciela,422,0.05
1311,H,diego fernando,421,0.05
1311,H,john,421,0.05
1311,D,mariya,421,0.05
1314,H,marcos antonio,420,0.05
1315,H,eneko,419,0.05
1315,D,janet,419,0.05
1315,H,juan camilo,419,0.05
1315,H,ramon maria,419,0.05
1315,D,tetyana,419,0.05
1320,D,ghizlane,417,0.05
1320,H,lazaro,417,0.05
1322,D,ahlam,416,0.05
1322,D,maria angustias,416,0.05
1322,D,nada,416,0.05
1322,H,rene,416,0.05
1326,D,chaymae,415,0.05
1326,H,iyad,415,0.05
1326,D,mimount,415,0.05
1329,D,inas,414,0.05
1329,H,juan gabriel,414,0.05
1331,H,daniel alejandro,413,0.05
1331,D,maria florencia,413,0.05
1331,D,roxana,413,0.05
1331,H,segundo,413,0.05
1331,H,viktor,413,0.05
1336,H,jose alejandro,411,0.05
1337,H,issam,410,0.05
1337,D,maria angelica,410,0.05
1339,H,bernardino,409,0.05
1339,D,cora,409,0.05
1339,D,maria rocio,409,0.05
1339,H,placido,409,0.05
1343,D,maria olga,408,0.05
1343,D,marisa,408,0.05
1345,D,daniella,407,0.05
1345,D,maria camila,407,0.05
1345,H,otger,407,0.05
1348,H,abdelhafid,406,0.05
1348,H,josep manel,406,0.05
1348,D,socorro,406,0.05
1351,D,fouzia,405,0.05
1351,H,pedro miguel,405,0.05
1351,H,william,405,0.05
1354,D,saadia,404,0.05
1355,H,iñigo,402,0.05
1356,H,ruben dario,401,0.05
1357,H,amar,400,0.05
1357,D,janira,400,0.05
1357,H,mohamed reda,400,0.05
1357,D,uma,400,0.05
1361,D,ana lucia,399,0.05
1361,D,asia,399,0.05
1361,H,naim,399,0.05
1364,H,haron,398,0.05
1364,D,nicoleta,398,0.05
1364,H,salim,398,0.05
1367,D,claudia patricia,397,0.05
1367,D,maria emilia,397,0.05
1369,H,alain,396,0.05
1369,H,francisco luis,396,0.05
1371,D,meryem,395,0.05
1372,D,fermina,392,0.05
1373,H,faisal,391,0.05
1374,D,amaya,390,0.05
1374,H,josep miquel,390,0.05
1374,D,leia,390,0.05
1374,H,luis maria,390,0.05
1374,D,viviana,390,0.05
1379,H,abdelhakim,389,0.05
1379,H,nacho,389,0.05
1381,H,alberto jose,388,0.05
1381,D,angelica maria,388,0.05
1381,H,juan angel,388,0.05
1381,D,sophie,388,0.05
1385,D,josefa maria,387,0.05
1386,H,jose rafael,386,0.05
1386,D,melisa,386,0.05
1388,D,ana paula,385,0.05
1388,D,maria aranzazu,385,0.05
1390,D,karla,384,0.05
1390,D,manar,384,0.05
1390,D,olga maria,384,0.05
1393,H,guerau,383,0.05
1393,D,maria gemma,383,0.05
1395,H,angel manuel,382,0.05
1395,D,galina,382,0.05
1395,H,nelson,382,0.05
1398,D,maria immaculada,381,0.05
1398,D,raimunda,381,0.05
1398,D,yara,381,0.05
1401,H,abdelghani,380,0.05
1401,D,alae,380,0.05
1401,H,jose pedro,380,0.05
1404,H,aliou,379,0.05
1404,D,iratxe,379,0.05
1404,H,sergey,379,0.05
1407,D,anastasiia,378,0.05
1407,H,antonio francisco,378,0.05
1407,H,efren,378,0.05
1407,D,evangelina,378,0.05
1407,D,silvana,378,0.05
1412,D,faustina,377,0.05
1412,H,frank,377,0.05
1412,D,naila,377,0.05
1412,H,orlando,377,0.05
1412,D,sabah,377,0.05
1417,H,andriy,376,0.05
1417,D,beth,376,0.05
1417,H,erick,376,0.05
1417,D,gladys,376,0.05
1417,D,inmaculada concepcio,376,0.05
1417,D,nara,376,0.05
1423,H,dennis,375,0.05
1423,H,felip,375,0.05
1423,D,ritaj,375,0.05
1426,H,alejandro jose,374,0.05
1426,H,isaias,374,0.05
1426,D,maria piedad,374,0.05
1429,D,nayra,373,0.05
1429,D,naziha,373,0.05
1431,H,davide,372,0.05
1431,H,george,372,0.05
1431,D,irati,372,0.05
1431,D,nadine,372,0.05
1435,D,eusebia,371,0.05
1435,D,felicitas,371,0.05
1435,H,francesc josep,371,0.05
1435,D,ioana,371,0.05
1435,H,peter,371,0.05
1435,H,victor jose,371,0.05
1441,H,hernan,370,0.05
1441,H,joan miquel,370,0.05
1441,H,ton,370,0.05
1444,D,ignacia,369,0.05
1445,H,antonio maria,368,0.05
1445,H,demba,368,0.05
1445,D,mariela,368,0.05
1448,H,andrey,367,0.05
1448,D,liudmila,367,0.05
1448,D,marta maria,367,0.05
1451,H,benet,366,0.05
1451,D,blau,366,0.05
1453,H,anthony,364,0.05
1453,D,katia,364,0.05
1453,D,nicolasa,364,0.05
1456,H,aleksander,363,0.05
1456,H,dumitru,363,0.05
1456,D,hanae,363,0.05
1459,D,arantzazu,362,0.05
1459,D,maria engracia,362,0.05
1459,D,mila,362,0.05
1459,D,renata,362,0.05
1459,H,vidal,362,0.05
1464,D,emily,361,0.05
1464,H,pavel,361,0.05
1464,D,samanta,361,0.05
1467,D,marlene,360,0.05
1467,D,sandra milena,360,0.05
1469,D,trinitat,359,0.05
1470,D,gloria maria,357,0.05
1471,H,abdelkrim,356,0.05
1471,H,fausto,356,0.05
1471,H,michele,356,0.05
1471,H,usman,356,0.05
1475,D,anita,355,0.05
1475,H,khalil,355,0.05
1477,H,adriano,354,0.05
1477,D,aleksandra,354,0.05
1477,H,eiden,354,0.05
1480,H,elian,353,0.05
1480,H,norberto,353,0.05
1482,D,aissatou,352,0.05
1482,H,estanislao,352,0.05
1484,D,nazaret,351,0.05
1485,H,aimar,350,0.04
1486,H,carlos daniel,349,0.04
1486,D,eliana,349,0.04
1486,D,katherine,349,0.04
1489,H,anwar,348,0.04
1489,H,nadir,348,0.04
1491,H,boris,347,0.04
1491,D,kristina,347,0.04
1493,D,alberta,346,0.04
1494,H,andre,345,0.04
1494,H,cipriano,345,0.04
1494,D,irune,345,0.04
1494,D,maria agustina,345,0.04
1494,D,maria elvira,345,0.04
1494,H,pedro juan,345,0.04
1494,H,sandro,345,0.04
1501,H,diego alejandro,344,0.04
1501,H,mehdi,344,0.04
1503,D,ania,343,0.04
1503,D,inna,343,0.04
1503,H,jesus angel,343,0.04
1503,H,jose eduardo,343,0.04
1507,H,tiago,342,0.04
1508,D,carmina,341,0.04
1508,D,denise,341,0.04
1508,D,nataliia,341,0.04
1508,D,sandra patricia,341,0.04
1512,H,lucio,340,0.04
1512,H,pedro pablo,340,0.04
1512,D,sol,340,0.04
1512,H,wassim,340,0.04
1516,D,hidaya,339,0.04
1516,D,saliha,339,0.04
1518,D,douae,338,0.04
1518,D,zakia,338,0.04
1520,H,aron,337,0.04
1520,H,christopher,337,0.04
1520,H,jad,337,0.04
1520,D,luz,337,0.04
1520,D,rosa isabel,337,0.04
1520,D,rosaura,337,0.04
1526,D,elba,336,0.04
1526,D,hasna,336,0.04
1526,D,wissal,336,0.04
1529,D,dora,335,0.04
1529,H,issa,335,0.04
1529,H,juan fernando,335,0.04
1529,H,miguel antonio,335,0.04
1529,D,miranda,335,0.04
1529,D,yamna,335,0.04
1535,H,edwin,334,0.04
1535,D,narcisa,334,0.04
1535,H,yasir,334,0.04
1538,D,maria beatriz,333,0.04
1538,H,silvestre,333,0.04
1540,H,eulogio,332,0.04
1540,D,larisa,332,0.04
1540,D,lila,332,0.04
1540,D,maria antonieta,332,0.04
1540,H,najim,332,0.04
1540,H,walter,332,0.04
1546,H,claudi,331,0.04
1546,D,fatima zahrae,331,0.04
1546,H,juan esteban,331,0.04
1546,D,maria alicia,331,0.04
1546,D,maria carolina,331,0.04
1546,D,maroua,331,0.04
1546,D,txell,331,0.04
1553,H,abdullah,330,0.04
1553,H,anastasio,330,0.04
1553,D,olha,330,0.04
1556,D,belinda,329,0.04
1556,H,delfin,329,0.04
1558,D,avril,328,0.04
1558,D,sana,328,0.04
1558,D,tetiana,328,0.04
1561,H,alvar,327,0.04
1561,D,fina,327,0.04
1561,D,maria margarita,327,0.04
1561,H,mykola,327,0.04
1561,D,nino,327,0.04
1566,H,bruc,326,0.04
1567,D,arya,325,0.04
1567,D,maria celia,325,0.04
1569,D,ayesha,324,0.04
1569,D,giovanna,324,0.04
1569,H,luis felipe,324,0.04
1569,H,shahid,324,0.04
1573,D,maria salud,323,0.04
1573,H,redouane,323,0.04
1573,H,teofilo,323,0.04
1573,D,teresa de jesus,323,0.04
1573,D,teresita,323,0.04
1578,H,cesareo,322,0.04
1579,D,erin,321,0.04
1579,H,ionel,321,0.04
1579,H,jorge manuel,321,0.04
1579,D,maria vicenta,321,0.04
1579,D,saturnina,321,0.04
1584,D,awa,320,0.04
1585,H,allal,319,0.04
1585,D,gaia,319,0.04
1587,H,daniele,318,0.04
1587,H,fulgencio,318,0.04
1587,D,maria helena,318,0.04
1587,H,morad,318,0.04
1587,H,nicolau,318,0.04
1592,D,ana carolina,317,0.04
1592,D,florinda,317,0.04
1592,D,pastora,317,0.04
1595,D,june,316,0.04
1595,D,saloua,316,0.04
1597,D,dayana,315,0.04
1597,D,maria sonia,315,0.04
1597,H,salah,315,0.04
1600,D,catherine,314,0.04
1600,D,deborah,314,0.04
1600,H,ishak,314,0.04
1600,D,mariem,314,0.04
1600,H,marwan,314,0.04
1600,D,soumaya,314,0.04
1606,D,cristina maria,313,0.04
1606,D,indira,313,0.04
1606,H,ousman,313,0.04
1609,D,dorotea,312,0.04
1609,H,nahuel,312,0.04
1609,D,nativitat,312,0.04
1609,H,pedro javier,312,0.04
1609,H,romeo,312,0.04
1609,H,zakariae,312,0.04
1615,H,eduardo jose,311,0.04
1615,H,hafid,311,0.04
1615,D,maria fatima,311,0.04
1615,D,stefania,311,0.04
1619,D,lucrecia,310,0.04
1619,D,selena,310,0.04
1619,D,stephanie,310,0.04
1622,D,bernarda,309,0.04
1622,D,carmela,309,0.04
1622,H,mostapha,309,0.04
1622,H,oualid,309,0.04
1626,H,amjad,308,0.04
1626,H,muhamadou,308,0.04
1628,D,basilisa,307,0.04
1628,D,federica,307,0.04
1628,D,felicia,307,0.04
1628,D,malena,307,0.04
1628,D,maria natividad,307,0.04
1628,H,marouan,307,0.04
1628,H,viorel,307,0.04
1635,H,aissa,306,0.04
1635,D,anissa,306,0.04
1635,D,divina,306,0.04
1635,H,joan lluis,306,0.04
1635,D,lina maria,306,0.04
1635,H,miloud,306,0.04
1635,D,monika,306,0.04
1642,H,aram,305,0.04
1642,H,artem,305,0.04
1642,D,priscila,305,0.04
1642,D,providencia,305,0.04
1646,D,ainet,304,0.04
1646,D,maria virginia,304,0.04
1646,D,yuliya,304,0.04
1649,D,maria marta,303,0.04
1650,D,norah,302,0.04
1650,D,paz,302,0.04
1652,D,maria socorro,301,0.04
1652,H,taoufik,301,0.04
1652,D,victorina,301,0.04
1655,H,aiman,300,0.04
1655,H,francisco de asis,300,0.04
1655,H,hakim,300,0.04
1655,H,jawad,300,0.04
1655,D,sophia,300,0.04
1655,H,yerai,300,0.04
1661,H,joseph,299,0.04
1661,D,julia maria,299,0.04
1663,H,arcadi,298,0.04
1663,H,ghulam,298,0.04
1663,H,jesus antonio,298,0.04
1663,D,kiara,298,0.04
1663,H,michel,298,0.04
1663,D,ouafae,298,0.04
1663,H,pedro jesus,298,0.04
1670,D,estibaliz,297,0.04
1670,H,genaro,297,0.04
1670,H,jordan,297,0.04
1670,H,luis alfredo,297,0.04
1670,H,magin,297,0.04
1670,D,maria remei,297,0.04
1670,H,mikhail,297,0.04
1670,D,nihad,297,0.04
1678,D,bet,296,0.04
1678,H,jorge andres,296,0.04
1678,D,selene,296,0.04
1678,D,thalia,296,0.04
1682,D,alessia,295,0.04
1682,D,helga,295,0.04
1684,D,cayetana,294,0.04
1684,H,simone,294,0.04
1686,H,nicola,293,0.04
1687,H,bautista,292,0.04
1687,D,chantal,292,0.04
1687,H,dmytro,292,0.04
1687,H,jonas,292,0.04
1687,D,maritza,292,0.04
1692,H,angelo,291,0.04
1692,H,jean pierre,291,0.04
1692,D,oxana,291,0.04
1695,H,bartomeu,290,0.04
1695,D,rkia,290,0.04
1697,H,humberto,289,0.04
1697,D,israa,289,0.04
1697,D,kateryna,289,0.04
1697,D,maria sagrario,289,0.04
1697,D,nathalie,289,0.04
1697,D,sonia maria,289,0.04
1697,D,souhaila,289,0.04
1704,H,eleuterio,288,0.04
1704,D,esperança,288,0.04
1704,D,faiza,288,0.04
1704,H,torcuato,288,0.04
1708,D,luz divina,287,0.04
1708,H,mbarek,287,0.04
1708,D,melani,287,0.04
1711,H,conrad,286,0.04
1711,H,jorge enrique,286,0.04
1711,H,mohamed ali,286,0.04
1711,D,veronika,286,0.04
1715,H,anibal,285,0.04
1715,H,henry,285,0.04
1715,H,ionut,285,0.04
1715,D,jasmina,285,0.04
1715,D,nelly,285,0.04
1715,D,olimpia,285,0.04
1715,D,safia,285,0.04
1722,H,abdou,284,0.04
1722,D,diana maria,284,0.04
1722,H,virgilio,284,0.04
1725,H,facundo,283,0.04
1725,D,maria leonor,283,0.04
1725,H,sulayman,283,0.04
1725,D,viorica,283,0.04
1729,D,basilia,282,0.04
1729,H,luis francisco,282,0.04
1729,H,manuel francisco,282,0.04
1732,D,eduarda,281,0.04
1732,H,kenneth,281,0.04
1732,D,rajae,281,0.04
1732,D,roberta,281,0.04
1732,H,ruslan,281,0.04
1732,H,theo,281,0.04
1738,H,abelardo,280,0.04
1738,H,carlos miguel,280,0.04
1738,D,cynthia,280,0.04
1738,H,eros,280,0.04
1738,H,francisco ramon,280,0.04
1738,H,ilyass,280,0.04
1738,H,marouane,280,0.04
1738,D,nassira,280,0.04
1738,D,nelida,280,0.04
1738,D,rosa elena,280,0.04
1748,D,diana marcela,279,0.04
1748,D,hasnae,279,0.04
1748,H,lukas,279,0.04
1748,D,maria catalina,279,0.04
1748,D,maria fe,279,0.04
1748,H,maurici,279,0.04
1748,D,omaima,279,0.04
1748,D,sylvia,279,0.04
1748,H,tristan,279,0.04
1748,D,victoria eugenia,279,0.04
1758,D,aria,278,0.04
1758,H,herminio,278,0.04
1758,H,luis alejandro,278,0.04
1758,D,maria susana,278,0.04
1758,H,massimo,278,0.04
1758,D,sandra maria,278,0.04
1758,D,sara maria,278,0.04
1758,D,zoraida,278,0.04
1766,H,benigno,277,0.04
1766,H,carlos luis,277,0.04
1766,D,edna,277,0.04
1766,D,justina,277,0.04
1766,D,maria de la paz,277,0.04
1766,H,rolando,277,0.04
1772,D,clementina,276,0.04
1772,H,evan,276,0.04
1772,D,lilia,276,0.04
1772,D,maria goretti,276,0.04
1772,D,martha cecilia,276,0.04
1772,D,olaya,276,0.04
1772,D,rosalina,276,0.04
1779,D,casilda,275,0.04
1779,H,emanuel,275,0.04
1779,H,josep anton,275,0.04
1779,D,maria salome,275,0.04
1779,H,prudencio,275,0.04
1784,D,ashley,274,0.04
1784,D,isaura,274,0.04
1784,D,lurdes,274,0.04
1784,H,nikita,274,0.04
1788,H,abdelouahid,273,0.04
1788,H,angel jose,273,0.04
1788,H,imanol,273,0.04
1791,H,alguer,272,0.03
1791,D,camelia,272,0.03
1791,D,fanny,272,0.03
1791,H,inocencio,272,0.03
1791,D,jara,272,0.03
1791,D,nekane,272,0.03
1791,H,siraj,272,0.03
1798,H,hug,271,0.03
1798,H,juan daniel,271,0.03
1798,H,larbi,271,0.03
1798,D,youssra,271,0.03
1802,H,franco,270,0.03
1802,D,maria ana,270,0.03
1802,H,rafael antonio,270,0.03
1805,H,celso,269,0.03
1805,D,maria celeste,269,0.03
1805,H,roma,269,0.03
1805,H,tarek,269,0.03
1809,D,eira,268,0.03
1809,H,haroun,268,0.03
1809,H,hipolito,268,0.03
1809,H,jean carlos,268,0.03
1809,H,juan rafael,268,0.03
1809,D,maria alexandra,268,0.03
1809,D,mimouna,268,0.03
1809,H,nour eddine,268,0.03
1817,H,alexey,267,0.03
1817,D,etna,267,0.03
1817,H,tariq,267,0.03
1817,D,victoriana,267,0.03
1821,D,alena,266,0.03
1821,D,andreea,266,0.03
1821,H,aymane,266,0.03
1821,H,gianluca,266,0.03
